mkoa,wilaya,shule
Arusha,Arusha CC,ARUSHA DAY
Arusha,Arusha CC,ARUSHA GIRLS
Arusha,Arusha CC,ARUSHA SEC
Arusha,Arusha CC,ARUSHA TERRAT
Arusha,Arusha CC,BARAA
Arusha,Arusha CC,ELERAI
Arusha,Arusha CC,FELIX MREMA
Arusha,Arusha CC,KALOLENI
Arusha,Arusha CC,KIMASEKI
Arusha,Arusha CC,KINANA
Arusha,Arusha CC,KORONA
Arusha,Arusha CC,LEMARA
Arusha,Arusha CC,LOSIRWAY
Arusha,Arusha CC,MKONOO
Arusha,Arusha CC,MOIVARO
Arusha,Arusha CC,MOSHONO
Arusha,Arusha CC,MURIET
Arusha,Arusha CC,NAURA
Arusha,Arusha CC,NGARENARO
Arusha,Arusha CC,NJIRO
Arusha,Arusha CC,OLASITI
Arusha,Arusha CC,OLMOTI
Arusha,Arusha CC,OLOIRIEN
Arusha,Arusha CC,SINON
Arusha,Arusha CC,SOMBETINI
Arusha,Arusha CC,SORENYI
Arusha,Arusha CC,SUYE
Arusha,Arusha CC,THEMI
Arusha,Arusha DC,BANGATA
Arusha,Arusha DC,EINOTI
Arusha,Arusha DC,ENDEVES
Arusha,Arusha DC,ENYOITO
Arusha,Arusha DC,ILBORU
Arusha,Arusha DC,ILKIDINGA
Arusha,Arusha DC,KIMNYAKI
Arusha,Arusha DC,KIRANYI
Arusha,Arusha DC,LENGIJAVE
Arusha,Arusha DC,LOSIKITO
Arusha,Arusha DC,MATEVES
Arusha,Arusha DC,MLANGARINI
Arusha,Arusha DC,MRINGA
Arusha,Arusha DC,MUKULAT
Arusha,Arusha DC,MUSA
Arusha,Arusha DC,MWANDET
Arusha,Arusha DC,NDURUMA
Arusha,Arusha DC,NGIRESI
Arusha,Arusha DC,OLDADAI
Arusha,Arusha DC,OLDONYOSAMBU
Arusha,Arusha DC,OLDONYOWASI
Arusha,Arusha DC,OLEMEDEYE
Arusha,Arusha DC,OLJORO
Arusha,Arusha DC,OLMOTONYI FOREST
Arusha,Arusha DC,OLOKII
Arusha,Arusha DC,OLTRUMET
Arusha,Arusha DC,OSILIGI
Arusha,Arusha DC,SAMBASHA
Arusha,Arusha DC,SOKONI II
Arusha,Karatu DC,AWET
Arusha,Karatu DC,BANJIKA
Arusha,Karatu DC,BARAY
Arusha,Karatu DC,BARAY KHUSMAYI
Arusha,Karatu DC,CHAENDA
Arusha,Karatu DC,DIEGO
Arusha,Karatu DC,DOMEL
Arusha,Karatu DC,DR WILBROAD SLAA
Arusha,Karatu DC,EDITH GRORA
Arusha,Karatu DC,ENDABASH
Arusha,Karatu DC,ENDALLAH
Arusha,Karatu DC,FLORIAN
Arusha,Karatu DC,GANAKO
Arusha,Karatu DC,GETAMOCK
Arusha,Karatu DC,GYEKRUM ARUSHA
Arusha,Karatu DC,GYEKRUM LAMBO
Arusha,Karatu DC,KAINAM RHOTIA
Arusha,Karatu DC,KANSAY
Arusha,Karatu DC,KARATU
Arusha,Karatu DC,KILIMAMOJA
Arusha,Karatu DC,KILIMATEMBO
Arusha,Karatu DC,MANGOLA
Arusha,Karatu DC,MARANG
Arusha,Karatu DC,MLIMANI SUMAWE
Arusha,Karatu DC,OLDEANI
Arusha,Karatu DC,ORBOSHAN
Arusha,Karatu DC,QANGDEND
Arusha,Karatu DC,QARU
Arusha,Karatu DC,QURUS
Arusha,Karatu DC,SLAHHAMO
Arusha,Karatu DC,UPPER KITETE
Arusha,Karatu DC,WELWEL
Arusha,Longido DC,ENDUIMET
Arusha,Longido DC,ENGARENAIBOR
Arusha,Longido DC,KETUMBEINE
Arusha,Longido DC,LEKULE
Arusha,Longido DC,LONGIDO
Arusha,Longido DC,MATALE
Arusha,Longido DC,NAMANGA
Arusha,Longido DC,NATRON
Arusha,Longido DC,TINGATINGA
Arusha,Meru DC,AKERI
Arusha,Meru DC,KIKWE
Arusha,Meru DC,KINGORI
Arusha,Meru DC,KISIMIRI
Arusha,Meru DC,KITEFU
Arusha,Meru DC,LAKITATU
Arusha,Meru DC,MAJENGO KATI
Arusha,Meru DC,MAJI YA CHAI
Arusha,Meru DC,MAKIBA
Arusha,Meru DC,MALULA
Arusha,Meru DC,MARORONI
Arusha,Meru DC,MARUVANGO
Arusha,Meru DC,MBUGUNI
Arusha,Meru DC,MIRIRINI
Arusha,Meru DC,MOMELA
Arusha,Meru DC,MUUNGANO USARIVER
Arusha,Meru DC,NASHOLI
Arusha,Meru DC,NGONGONGARE
Arusha,Meru DC,NGURUDOTO
Arusha,Meru DC,NGYEKU
Arusha,Meru DC,NKOANEKOLI
Arusha,Meru DC,NKOANRUA
Arusha,Meru DC,NKOARISAMBU
Arusha,Meru DC,NKOASENGA
Arusha,Meru DC,NSHUPU
Arusha,Meru DC,PAMOJA
Arusha,Meru DC,PATANDI MAALUM
Arusha,Meru DC,POLI
Arusha,Meru DC,SAKILA
Arusha,Meru DC,SHISHTON
Arusha,Meru DC,SINGISI
Arusha,Meru DC,SONGORO
Arusha,Meru DC,UMOJA KINGORI
Arusha,Meru DC,URAKI
Arusha,Meru DC,UWIRO
Arusha,Monduli DC,ENGUTOTO
Arusha,Monduli DC,IRKISALE
Arusha,Monduli DC,IRKISONGO
Arusha,Monduli DC,KIPOK
Arusha,Monduli DC,LOWASSA
Arusha,Monduli DC,MANYARA
Arusha,Monduli DC,MOITA
Arusha,Monduli DC,NANJA
Arusha,Monduli DC,OLDONYOLENGAI
Arusha,Monduli DC,OLESOKOINE
Arusha,Monduli DC,OLTINGA
Arusha,Monduli DC,RIFTVALLEY
Arusha,Ngorongoro DC,ARASH
Arusha,Ngorongoro DC,DIGODIGO
Arusha,Ngorongoro DC,EMBARWAY
Arusha,Ngorongoro DC,LAKE NATRON
Arusha,Ngorongoro DC,LOLIONDO
Arusha,Ngorongoro DC,MALAMBO
Arusha,Ngorongoro DC,NAINOKANOKA
Arusha,Ngorongoro DC,SALE
Arusha,Ngorongoro DC,SAMUNGE
Arusha,Ngorongoro DC,SOITSAMBU
Pwani,Bagamoyo DC,BAGAMOYO
Pwani,Bagamoyo DC,DUNDA
Pwani,Bagamoyo DC,FUKAYOSI
Pwani,Bagamoyo DC,HASSANAL DAMJI
Pwani,Bagamoyo DC,KEREGE
Pwani,Bagamoyo DC,KINGANI
Pwani,Bagamoyo DC,KIROMO
Pwani,Bagamoyo DC,MATIMBWA
Pwani,Bagamoyo DC,ZINGA
Pwani,Chalinze DC,CHALINZE
Pwani,Chalinze DC,CHANGALIKWA
Pwani,Chalinze DC,KIBINDU
Pwani,Chalinze DC,KIKARO
Pwani,Chalinze DC,KIMANGE
Pwani,Chalinze DC,KIWANGWA
Pwani,Chalinze DC,LUGOBA
Pwani,Chalinze DC,MANDERA GIRLS
Pwani,Chalinze DC,MATIPWILI
Pwani,Chalinze DC,MBOGA
Pwani,Chalinze DC,MDAULA
Pwani,Chalinze DC,MIONO
Pwani,Chalinze DC,MORETO
Pwani,Chalinze DC,MSATA
Pwani,Chalinze DC,TALAWANDA
Pwani,Chalinze DC,UBENA
Pwani,Chalinze DC,VIGWAZA
Pwani,Kibaha DC,DOSSA AZIZ
Pwani,Kibaha DC,KILANGALANGA
Pwani,Kibaha DC,KWALA
Pwani,Kibaha DC,MAGINDU
Pwani,Kibaha DC,MIHANDE
Pwani,Kibaha DC,RAFSANJANI SOGA
Pwani,Kibaha DC,RUVU GIRLS
Pwani,Kibaha DC,RUVU STATION
Pwani,Kibaha TC,BUNDIKANI
Pwani,Kibaha TC,KIBAHA
Pwani,Kibaha TC,KIBAHA GIRLS
Pwani,Kibaha TC,MBWAWA MISWE
Pwani,Kibaha TC,MIEMBESABA
Pwani,Kibaha TC,MWAMBISI FOREST
Pwani,Kibaha TC,MWANALUGALI
Pwani,Kibaha TC,NYUMBU
Pwani,Kibaha TC,PANGANI
Pwani,Kibaha TC,SIMBANI
Pwani,Kibaha TC,TUMBI
Pwani,Kibaha TC,VISIGA
Pwani,Kibaha TC,ZOGOWALE
Pwani,Kibiti DC,DIMANI
Pwani,Kibiti DC,KIBITI
Pwani,Kibiti DC,KIKALE
Pwani,Kibiti DC,MAHEGE
Pwani,Kibiti DC,MCHUKWI
Pwani,Kibiti DC,MJAWA
Pwani,Kibiti DC,MLANZI
Pwani,Kibiti DC,MSAFIRI
Pwani,Kibiti DC,MTANGA DELTA
Pwani,Kibiti DC,NYAMISATI
Pwani,Kibiti DC,RUARUKE
Pwani,Kibiti DC,ZIMBWINI
Pwani,Kisarawe DC,CHANZIGE
Pwani,Kisarawe DC,CHOLE
Pwani,Kisarawe DC,GONGONI
Pwani,Kisarawe DC,GWATA KISARAWE
Pwani,Kisarawe DC,JANGUO
Pwani,Kisarawe DC,KIBUTA
Pwani,Kisarawe DC,KIMANI
Pwani,Kisarawe DC,KURUI
Pwani,Kisarawe DC,MAKURUNGE
Pwani,Kisarawe DC,MANEROMANGO
Pwani,Kisarawe DC,MASAKI
Pwani,Kisarawe DC,MFURU
Pwani,Kisarawe DC,MINAKI
Pwani,Kisarawe DC,MSIMBU
Pwani,Kisarawe DC,MZENGA
Pwani,Kisarawe DC,VIKUMBURU
Pwani,Mafia DC,BALENI
Pwani,Mafia DC,BWENI
Pwani,Mafia DC,KILINDONI
Pwani,Mafia DC,KIRONGWE
Pwani,Mafia DC,KITOMONDO
Pwani,Mafia DC,MICHENI
Pwani,Mkuranga DC,ABDALLA H ULEGA
Pwani,Mkuranga DC,DUNDANI
Pwani,Mkuranga DC,KIIMBWANINDI
Pwani,Mkuranga DC,KIPARANGANDA
Pwani,Mkuranga DC,KISIJU
Pwani,Mkuranga DC,KISIJU PWANI
Pwani,Mkuranga DC,KISIMA
Pwani,Mkuranga DC,KIZOMLA
Pwani,Mkuranga DC,LUKANGA
Pwani,Mkuranga DC,MAGAWA
Pwani,Mkuranga DC,MAMNDIMKONGO
Pwani,Mkuranga DC,MITEZA
Pwani,Mkuranga DC,MKAMBA
Pwani,Mkuranga DC,MKIU
Pwani,Mkuranga DC,MKUGILO
Pwani,Mkuranga DC,MWANDEGE
Pwani,Mkuranga DC,MWARUSEMBE
Pwani,Mkuranga DC,MWINYI
Pwani,Mkuranga DC,NASIBUGANI
Pwani,Mkuranga DC,PANZUO
Pwani,Mkuranga DC,SHUNGUBWENI
Pwani,Mkuranga DC,TAMBANI
Pwani,Mkuranga DC,TENGELEA
Pwani,Mkuranga DC,VIANZI
Pwani,Mkuranga DC,VIKINDU
Pwani,Rufiji DC,IKWIRIRI
Pwani,Rufiji DC,KAZAMOYO
Pwani,Rufiji DC,MBWARA
Pwani,Rufiji DC,MKONGO
Pwani,Rufiji DC,MOHORO
Pwani,Rufiji DC,MWASENI
Pwani,Rufiji DC,NGORONGO
Pwani,Rufiji DC,UMWE
Pwani,Rufiji DC,UTETE
Dar es Salaam,Ilala MC,ABUUY JUMAA
Dar es Salaam,Ilala MC,ARI
Dar es Salaam,Ilala MC,AZANIA
Dar es Salaam,Ilala MC,B W MKAPA
Dar es Salaam,Ilala MC,BINTI MUSSA
Dar es Salaam,Ilala MC,BUYUNI
Dar es Salaam,Ilala MC,CHANIKA
Dar es Salaam,Ilala MC,DAR ES SALAAM
Dar es Salaam,Ilala MC,FURAHA
Dar es Salaam,Ilala MC,GEREZANI
Dar es Salaam,Ilala MC,HALISI
Dar es Salaam,Ilala MC,ILALA
Dar es Salaam,Ilala MC,JAMHURI
Dar es Salaam,Ilala MC,JANGWANI
Dar es Salaam,Ilala MC,JUHUDI
Dar es Salaam,Ilala Mc,KASULU
Dar es Salaam,Ilala MC,KEREZANGE
Dar es Salaam,Ilala Mc,KIMANGA
Dar es Salaam,Ilala MC,KINYAMWEZI
Dar es Salaam,Ilala MC,KINYEREZI
Dar es Salaam,Ilala MC,KISUNGU
Dar es Salaam,Ilala MC,KISUTU
Dar es Salaam,Ilala MC,KITONGA
Dar es Salaam,Ilala MC,KITUNDA
Dar es Salaam,Ilala MC,KIVULE
Dar es Salaam,Ilala MC,MAGOZA
Dar es Salaam,Ilala MC,MAJANI YA CHAI
Dar es Salaam,Ilala MC,MBONDOLE
Dar es Salaam,Ilala MC,MCHANGANYIKO
Dar es Salaam,Ilala MC,MCHIKICHINI
Dar es Salaam,Ilala MC,MIGOMBANI
Dar es Salaam,Ilala MC,MISITU
Dar es Salaam,Ilala MC,MKERA
Dar es Salaam,Ilala MC,MNAZI MMOJA
Dar es Salaam,Ilala MC,MSIMBAZI
Dar es Salaam,Ilala MC,MSONGOLA
Dar es Salaam,Ilala MC,MVUTI
Dar es Salaam,Ilala MC,MWANAGATI
Dar es Salaam,Ilala MC,NGUVU MPYA
Dar es Salaam,Ilala MC,NYEBURU
Dar es Salaam,Ilala MC,PUGU
Dar es Salaam,Ilala MC,PUGU STATION
Dar es Salaam,Ilala MC,SANGARA
Dar es Salaam,Ilala MC,TAMBAZA
Dar es Salaam,Ilala MC,UGOMBOLWA
Dar es Salaam,Ilala MC,ULONGONI
Dar es Salaam,Ilala MC,VINGUNGUTI
Dar es Salaam,Ilala MC,VIWEGE
Dar es Salaam,Ilala MC,ZANAKI
Dar es Salaam,Ilala MC,ZAWADI
Dar es Salaam,Ilala MC,ZINGIZIWA
Dar es Salaam,Kigamboni MC,ABOUD JUMBE
Dar es Salaam,Kigamboni MC,KIBADA
Dar es Salaam,Kigamboni MC,KIBUGUMO
Dar es Salaam,Kigamboni MC,KIDETE
Dar es Salaam,Kigamboni MC,KIMBIJI
Dar es Salaam,Kigamboni MC,KISARAWE II
Dar es Salaam,Kigamboni MC,KISOTA
Dar es Salaam,Kigamboni MC,MINAZINI
Dar es Salaam,Kigamboni MC,MIZIMBINI
Dar es Salaam,Kigamboni MC,NGUVA
Dar es Salaam,Kigamboni MC,PEMBAMNAZI
Dar es Salaam,Kigamboni MC,SOMANGILA
Dar es Salaam,Kigamboni MC,TUNGI
Dar es Salaam,Kigamboni MC,VIJIBWENI
Dar es Salaam,Kinondoni MC,BOKO
Dar es Salaam,Kinondoni MC,BUNJU A
Dar es Salaam,Kinondoni MC,HANANASIFU
Dar es Salaam,Kinondoni MC,KAMBANGWA
Dar es Salaam,Kinondoni MC,KAWE UKWAMANI
Dar es Salaam,Kinondoni MC,KIGOGO
Dar es Salaam,Kinondoni MC,KISAUKE
Dar es Salaam,Kinondoni MC,KONDO
Dar es Salaam,Kinondoni MC,MABWE TUMAINI
Dar es Salaam,Kinondoni MC,MAENDELEO
Dar es Salaam,Kinondoni MC,MAKONGO JUU
Dar es Salaam,Kinondoni MC,MAKUMBUSHO
Dar es Salaam,Kinondoni MC,MBEZI JUU
Dar es Salaam,Kinondoni MC,MBOPO
Dar es Salaam,Kinondoni MC,MBWENI
Dar es Salaam,Kinondoni MC,MBWENI TETA
Dar es Salaam,Kinondoni MC,MIKOCHENI
Dar es Salaam,Kinondoni MC,MIVUMONI
Dar es Salaam,Kinondoni MC,MTAKUJA BEACH
Dar es Salaam,Kinondoni MC,MZIMUNI
Dar es Salaam,Kinondoni MC,NJECHELE
Dar es Salaam,Kinondoni MC,OYSTERBAY
Dar es Salaam,Kinondoni MC,SALMA KIKWETE
Dar es Salaam,Kinondoni MC,TURIANI
Dar es Salaam,Kinondoni MC,TWIGA
Dar es Salaam,Temeke MC,BARABARA YA MWINYI
Dar es Salaam,Temeke MC,BUZA
Dar es Salaam,Temeke MC,CHAMAZI
Dar es Salaam,Temeke MC,CHANGANYIKENI
Dar es Salaam,Temeke MC,CHANGOMBE
Dar es Salaam,Temeke MC,CHARAMBE
Dar es Salaam,Temeke MC,KEKO
Dar es Salaam,Temeke MC,KIBASILA
Dar es Salaam,Temeke MC,KIBASILA B
Dar es Salaam,Temeke MC,KICHANGA
Dar es Salaam,Temeke MC,KIJICHI
Dar es Salaam,Temeke MC,KINGUGI
Dar es Salaam,Temeke MC,KURASINI
Dar es Salaam,Temeke MC,LUMO
Dar es Salaam,Temeke MC,MALELA
Dar es Salaam,Temeke MC,MBAGALA
Dar es Salaam,Temeke MC,MBANDE
Dar es Salaam,Temeke MC,MIBURANI
Dar es Salaam,Temeke MC,MIKWAMBE
Dar es Salaam,Temeke MC,MTONI RELINI
Dar es Salaam,Temeke MC,MUUNGANO
Dar es Salaam,Temeke MC,NDALALA
Dar es Salaam,Temeke MC,NZASA
Dar es Salaam,Temeke MC,PENDA MOYO
Dar es Salaam,Temeke MC,SAKU
Dar es Salaam,Temeke MC,TANDIKA
Dar es Salaam,Temeke MC,TEMEKE
Dar es Salaam,Temeke MC,TOANGOMA
Dar es Salaam,Temeke MC,WAILESI
Dar es Salaam,Ubungo MC,FAHARI GOBA B
Dar es Salaam,Ubungo MC,GOBA
Dar es Salaam,Ubungo MC,GOBA MPAKANI
Dar es Salaam,Ubungo MC,GOGONI
Dar es Salaam,Ubungo MC,HONDOGO
Dar es Salaam,Ubungo MC,KIBAMBA
Dar es Salaam,Ubungo MC,KIBWEGERE
Dar es Salaam,Ubungo MC,KIBWEHERI
Dar es Salaam,Ubungo MC,KILUVYA
Dar es Salaam,Ubungo MC,KIMARA
Dar es Salaam,Ubungo MC,KINGONGO
Dar es Salaam,Ubungo MC,KINZUDI GOBA C
Dar es Salaam,Ubungo MC,KWEMBE
Dar es Salaam,Ubungo MC,LUGURUNI
Dar es Salaam,Ubungo MC,MABIBO
Dar es Salaam,Ubungo MC,MAKOKA
Dar es Salaam,Ubungo MC,MAKURUMLA
Dar es Salaam,Ubungo MC,MALAMBAMAWILI
Dar es Salaam,Ubungo MC,MANZESE
Dar es Salaam,Ubungo MC,MASHUJAA
Dar es Salaam,Ubungo MC,MATOSA
Dar es Salaam,Ubungo MC,MBEZI INN
Dar es Salaam,Ubungo MC,MBURAHATI
Dar es Salaam,Ubungo MC,MPIJI MAGOHE
Dar es Salaam,Ubungo MC,MUGABE
Dar es Salaam,Ubungo MC,SARANGA
Dar es Salaam,Ubungo MC,TEMBONI GVT
Dar es Salaam,Ubungo MC,URAFIKI
Dar es Salaam,Ubungo MC,Y R MAKAMBA
Dodoma,Bahi DC,BABAYU
Dodoma,Bahi DC,BAHI
Dodoma,Bahi DC,CHIBELELA
Dodoma,Bahi DC,CHIKOLA
Dodoma,Bahi DC,CHIKOPELO
Dodoma,Bahi DC,CHIPANGA
Dodoma,Bahi DC,CHONAMA
Dodoma,Bahi DC,IBIHWA
Dodoma,Bahi DC,IBUGULE
Dodoma,Bahi DC,ILINDI
Dodoma,Bahi DC,KIGWE
Dodoma,Bahi DC,LAMAITI
Dodoma,Bahi DC,MAGAGA
Dodoma,Bahi DC,MPALANGA
Dodoma,Bahi DC,MPAMANTWA
Dodoma,Bahi DC,MSISI JUU
Dodoma,Bahi DC,MTITAA
Dodoma,Bahi DC,MUNDEMU
Dodoma,Bahi DC,MWITIKIRA
Dodoma,Bahi DC,ZANKA
Dodoma,Chamwino DC,BUIGIRI
Dodoma,Chamwino DC,CHAMWINO
Dodoma,Chamwino DC,CHILONWA
Dodoma,Chamwino DC,DABALO
Dodoma,Chamwino DC,DR JOHN SAMWEL MALECELA
Dodoma,Chamwino DC,FUFU
Dodoma,Chamwino DC,HANDALI
Dodoma,Chamwino DC,HANETI
Dodoma,Chamwino DC,HUZI
Dodoma,Chamwino DC,IDIFU
Dodoma,Chamwino DC,IGANDU
Dodoma,Chamwino DC,IKOWA
Dodoma,Chamwino DC,ITISO
Dodoma,Chamwino DC,MAILA
Dodoma,Chamwino DC,MAJELEKO
Dodoma,Chamwino DC,MAKWAWA
Dodoma,Chamwino DC,MANCHALI
Dodoma,Chamwino DC,MANZASE
Dodoma,Chamwino DC,MEMBE
Dodoma,Chamwino DC,MLOWA BARABARANI
Dodoma,Chamwino DC,MLOWA BWAWANI
Dodoma,Chamwino DC,MPWAYUNGU
Dodoma,Chamwino DC,MSAMALO
Dodoma,Chamwino DC,MSANGA
Dodoma,Chamwino DC,MVUMI DCT BLIND UNIT
Dodoma,Chamwino DC,MVUMI MAKULU
Dodoma,Chamwino DC,MVUMI MISHENI
Dodoma,Chamwino DC,SEGALA
Dodoma,Chemba DC,CHANDAMA
Dodoma,Chemba DC,CHEMBA
Dodoma,Chemba DC,DALAI
Dodoma,Chemba DC,FARKWA
Dodoma,Chemba DC,GOIMA
Dodoma,Chemba DC,GWANDI
Dodoma,Chemba DC,ITOLWA
Dodoma,Chemba DC,JANGALO
Dodoma,Chemba DC,KELEMA BALAI
Dodoma,Chemba DC,KIMAHA
Dodoma,Chemba DC,KWAMTORO
Dodoma,Chemba DC,LALTA
Dodoma,Chemba DC,MAKORONGO
Dodoma,Chemba DC,MONDO
Dodoma,Chemba DC,MPENDO
Dodoma,Chemba DC,MRIJO
Dodoma,Chemba DC,MSAADA
Dodoma,Chemba DC,MSAKWALO
Dodoma,Chemba DC,PARANGA
Dodoma,Chemba DC,SANZAWA
Dodoma,Chemba DC,SONGOLO
Dodoma,Chemba DC,SOYA
Dodoma,Dodoma CC,BIHAWANA
Dodoma,Dodoma CC,CHIGONGWE
Dodoma,Dodoma CC,CHIHANGA
Dodoma,Dodoma CC,CHIKOLE
Dodoma,Dodoma CC,CHINANGALI
Dodoma,Dodoma CC,DODOMA
Dodoma,Dodoma CC,HAZINA
Dodoma,Dodoma CC,HOMBOLO
Dodoma,Dodoma CC,IHUMWA
Dodoma,Dodoma CC,IPALA
Dodoma,Dodoma CC,ITEGA
Dodoma,Dodoma CC,KIKOMBO
Dodoma,Dodoma CC,KIKUYU
Dodoma,Dodoma CC,KISASA
Dodoma,Dodoma CC,KIWANJA CHA NDEGE
Dodoma,Dodoma CC,KIZOTA
Dodoma,Dodoma CC,LUKUNDO
Dodoma,Dodoma CC,MAKOLE
Dodoma,Dodoma CC,MAKUTUPORA
Dodoma,Dodoma CC,MBABALA
Dodoma,Dodoma CC,MBALAWALA
Dodoma,Dodoma CC,MIYUJI
Dodoma,Dodoma CC,MKONZE
Dodoma,Dodoma CC,MLIMWA
Dodoma,Dodoma CC,MNADANI
Dodoma,Dodoma CC,MPUNGUZI
Dodoma,Dodoma CC,MSALATO
Dodoma,Dodoma CC,MTUMBA
Dodoma,Dodoma CC,NALA
Dodoma,Dodoma CC,NGHONGHONA
Dodoma,Dodoma CC,NTYUKA
Dodoma,Dodoma CC,NZUGUNI
Dodoma,Dodoma CC,SECHELELA
Dodoma,Dodoma CC,UMONGA
Dodoma,Dodoma CC,VIWANDANI
Dodoma,Dodoma CC,WELLA
Dodoma,Dodoma CC,ZUZU
Dodoma,Kondoa DC,ABED A KARUME
Dodoma,Kondoa DC,BERABERA
Dodoma,Kondoa DC,BEREKO
Dodoma,Kondoa DC,BUKULU
Dodoma,Kondoa DC,BUMBUTA
Dodoma,Kondoa DC,BUSI
Dodoma,Kondoa DC,CHANGAA
Dodoma,Kondoa DC,HONDOMAIRO
Dodoma,Kondoa DC,HURUI
Dodoma,Kondoa DC,IMBAFI
Dodoma,Kondoa DC,INTELA
Dodoma,Kondoa DC,ITASWI
Dodoma,Kondoa DC,KALAMBA
Dodoma,Kondoa DC,KIKILO
Dodoma,Kondoa DC,KIKORE
Dodoma,Kondoa DC,KINYASI
Dodoma,Kondoa DC,KISESE
Dodoma,Kondoa DC,KITEO
Dodoma,Kondoa DC,KWADELO
Dodoma,Kondoa DC,LOO
Dodoma,Kondoa DC,MASANGE
Dodoma,Kondoa DC,MASAWI
Dodoma,Kondoa DC,R M LOWASA
Dodoma,Kondoa DC,SAKAMI
Dodoma,Kondoa DC,THAWI
Dodoma,Kondoa TC,BICHA
Dodoma,Kondoa TC,DILAI
Dodoma,Kondoa TC,GUBALI
Dodoma,Kondoa TC,KOLO
Dodoma,Kondoa TC,KONDOA
Dodoma,Kondoa TC,KWAPAKACHA
Dodoma,Kondoa TC,MTO BUBU
Dodoma,Kondoa TC,SERYA
Dodoma,Kondoa TC,ULA
Dodoma,Kongwa DC,BANYIBANYI
Dodoma,Kongwa DC,CHIWE
Dodoma,Kongwa DC,HEMBAHEMBA
Dodoma,Kongwa DC,HOGORO
Dodoma,Kongwa DC,IBWAGA
Dodoma,Kongwa DC,IDUO
Dodoma,Kongwa DC,KIBAIGWA
Dodoma,Kongwa DC,KONGWA
Dodoma,Kongwa DC,LAIKALA
Dodoma,Kongwa DC,MAKAWA
Dodoma,Kongwa DC,MANGHAILA
Dodoma,Kongwa DC,MANGHWETA
Dodoma,Kongwa DC,MLALI
Dodoma,Kongwa DC,MNYAKONGO
Dodoma,Kongwa DC,MTANANA
Dodoma,Kongwa DC,MUMI
Dodoma,Kongwa DC,NDALIBO
Dodoma,Kongwa DC,NDURUGUMI
Dodoma,Kongwa DC,NGHUMBI
Dodoma,Kongwa DC,NGOMAI
Dodoma,Kongwa DC,NORINI
Dodoma,Kongwa DC,PANDAMBILI
Dodoma,Kongwa DC,SAGARA
Dodoma,Kongwa DC,SEJELI
Dodoma,Kongwa DC,SONGAMBELE KILIMANI
Dodoma,Kongwa DC,ZOISSA
Dodoma,Mpwapwa DC,BEREGE
Dodoma,Mpwapwa DC,CHINYIKA
Dodoma,Mpwapwa DC,CHIPOGORO
Dodoma,Mpwapwa DC,CHUNYU
Dodoma,Mpwapwa DC,GODEGODE
Dodoma,Mpwapwa DC,IHALA
Dodoma,Mpwapwa DC,IKUYU
Dodoma,Mpwapwa DC,IPERA
Dodoma,Mpwapwa DC,KIBAKWE
Dodoma,Mpwapwa DC,KIMAGAI
Dodoma,Mpwapwa DC,LUHUNDWA
Dodoma,Mpwapwa DC,MASSA
Dodoma,Mpwapwa DC,MATOMONDO
Dodoma,Mpwapwa DC,MAZAE
Dodoma,Mpwapwa DC,MBUGA
Dodoma,Mpwapwa DC,MIMA
Dodoma,Mpwapwa DC,MOUNT IGOVU
Dodoma,Mpwapwa DC,MPWAPWA
Dodoma,Mpwapwa DC,MTERA DAM
Dodoma,Mpwapwa DC,MWANAKIANGA
Dodoma,Mpwapwa DC,PWAGA
Dodoma,Mpwapwa DC,RUDI
Dodoma,Mpwapwa DC,VINGHAWE
Dodoma,Mpwapwa DC,WOTTA
Geita,Bukombe DC,BUKOMBE
Geita,Bukombe DC,BULEGA
Geita,Bukombe DC,BUSINDA
Geita,Bukombe DC,BUSONGE
Geita,Bukombe DC,BUSONZO
Geita,Bukombe DC,BUTINZYA
Geita,Bukombe DC,IYOGELO
Geita,Bukombe DC,KATENTE
Geita,Bukombe DC,LYAMBAMGONGO
Geita,Bukombe DC,MSONGA
Geita,Bukombe DC,MUSASA
Geita,Bukombe DC,NAMONGE
Geita,Bukombe DC,RUNZEWE
Geita,Bukombe DC,USHIROMBO
Geita,Bukombe DC,UYOVU
Geita,Chato DC,BUHINGO CHATO
Geita,Chato DC,BUSERESERE
Geita,Chato DC,BUTENGORUMASA
Geita,Chato DC,BUZIRAYOMBO
Geita,Chato DC,BWANGA
Geita,Chato DC,BWERA
Geita,Chato DC,BWINA
Geita,Chato DC,BWONGERA
Geita,Chato DC,CHATO
Geita,Chato DC,ICHWANKIMA
Geita,Chato DC,ILEMELA
Geita,Chato DC,ILYAMCHELE
Geita,Chato DC,IPARAMASA
Geita,Chato DC,JIKOMBOE
Geita,Chato DC,KACHWAMBA
Geita,Chato DC,KATENDE
Geita,Chato DC,KIGONGO
Geita,Chato DC,MAGUFULI
Geita,Chato DC,MAKURUGUSI
Geita,Chato DC,MNEKEZI
Geita,Chato DC,NYAMIREMBE
Geita,Chato DC,NYARUTEMBO
Geita,Chato DC,RUBONDO CHATO
Geita,Chato DC,SUMAYE BUZIKU
Geita,Chato DC,WEMA
Geita,Chato DC,ZAKIA MEGHJI
Geita,Geita DC,BUGALAMA
Geita,Geita DC,BUGANDO
Geita,Geita DC,BUJULA
Geita,Geita DC,BUKOLI
Geita,Geita DC,BUKONDO
Geita,Geita DC,BUSANDA
Geita,Geita DC,BUSANZU
