mkoa,wilaya,shule
Ruvuma,Namtumbo DC,LUEGU
Ruvuma,Namtumbo DC,LUKIMWA
Ruvuma,Namtumbo DC,LUNA
Ruvuma,Namtumbo DC,MAGAZINI
Ruvuma,Namtumbo DC,MBUNGA
Ruvuma,Namtumbo DC,MGOMBASI
Ruvuma,Namtumbo DC,MKOMANILE
Ruvuma,Namtumbo DC,MSINDO
Ruvuma,Namtumbo DC,MTAKANINI
Ruvuma,Namtumbo DC,MWALIKO
Ruvuma,Namtumbo DC,NAHIMBA
Ruvuma,Namtumbo DC,NAMABENGO
Ruvuma,Namtumbo DC,NANUNGU
Ruvuma,Namtumbo DC,NARWI
Ruvuma,Namtumbo DC,NASULI
Ruvuma,Namtumbo DC,PAMOJA
Ruvuma,Namtumbo DC,RWINGA
Ruvuma,Namtumbo DC,SASAWALA
Ruvuma,Namtumbo DC,SELOUS
Ruvuma,Namtumbo DC,UTWANGO
Ruvuma,Nyasa DC,ENG STELLA MANYANYA
Ruvuma,Nyasa DC,KILUMBA
Ruvuma,Nyasa DC,KINGERIKITI
Ruvuma,Nyasa DC,LIMBO
Ruvuma,Nyasa DC,LIPARAMBA
Ruvuma,Nyasa DC,LITUHI
Ruvuma,Nyasa DC,LUNDO
Ruvuma,Nyasa DC,MANGO
Ruvuma,Nyasa DC,MBAMBA BAY
Ruvuma,Nyasa DC,MONICA MBEGA
Ruvuma,Nyasa DC,NGUMBO
Ruvuma,Nyasa DC,NYASA
Ruvuma,Nyasa DC,ST PAULS
Ruvuma,Nyasa DC,TINGI
Ruvuma,Nyasa DC,URBERKANT
Ruvuma,Songea DC,BARABARANI
Ruvuma,Songea DC,DARAJAMBILI
Ruvuma,Songea DC,KILAGANO
Ruvuma,Songea DC,LIGANGA
Ruvuma,Songea DC,LITAPWASI
Ruvuma,Songea DC,LUPUNGA
Ruvuma,Songea DC,MAGAGURA
Ruvuma,Songea DC,MAPOSENI
Ruvuma,Songea DC,MATIMIRA
Ruvuma,Songea DC,MHALULE
Ruvuma,Songea DC,MPITIMBI
Ruvuma,Songea DC,MUHUKURU
Ruvuma,Songea DC,NALIMA
Ruvuma,Songea DC,NAMATUHI
Ruvuma,Songea DC,NAMIHORO
Ruvuma,Songea DC,NDONGOSI
Ruvuma,Songea MC,BOMBAMBILI
Ruvuma,Songea MC,CHABRUMA
Ruvuma,Songea MC,CHANDARUA
Ruvuma,Songea MC,EMMANUEL NCHIMBI
Ruvuma,Songea MC,KALEMBO
Ruvuma,Songea MC,LIZABONI
Ruvuma,Songea MC,LONDONI
Ruvuma,Songea MC,LUKALA
Ruvuma,Songea MC,LUWAWASI
Ruvuma,Songea MC,MASHUJAA
Ruvuma,Songea MC,MATARAWE
Ruvuma,Songea MC,MATEKA
Ruvuma,Songea MC,MATOGORO
Ruvuma,Songea MC,MBULANI
Ruvuma,Songea MC,MDANDAMO
Ruvuma,Songea MC,MFARANYAKI
Ruvuma,Songea MC,MLETELE
Ruvuma,Songea MC,MSAMALA
Ruvuma,Songea MC,RUVUMA
Ruvuma,Songea MC,SILI
Ruvuma,Songea MC,SONGEA BOYS
Ruvuma,Songea MC,SONGEA GIRLS
Ruvuma,Songea MC,SUBIRA
Ruvuma,Songea MC,ZIMANIMOTO
Ruvuma,Tunduru DC,FRANK WESTON
Ruvuma,Tunduru DC,KIDODOMA
Ruvuma,Tunduru DC,LIGOMA
Ruvuma,Tunduru DC,LIGUNGA
Ruvuma,Tunduru DC,LUKUMBULE
Ruvuma,Tunduru DC,MARUMBA
Ruvuma,Tunduru DC,MASONYA
Ruvuma,Tunduru DC,MATAKA
Ruvuma,Tunduru DC,MATEMANGA
Ruvuma,Tunduru DC,MBESA
Ruvuma,Tunduru DC,MCHOTEKA
Ruvuma,Tunduru DC,MGOMBA
Ruvuma,Tunduru DC,MTUTURA
Ruvuma,Tunduru DC,MUHUWESI
Ruvuma,Tunduru DC,NAKAPANYA
Ruvuma,Tunduru DC,NALASI
Ruvuma,Tunduru DC,NAMASAKATA
Ruvuma,Tunduru DC,NAMPUNGU
Ruvuma,Tunduru DC,NAMWINYU
Ruvuma,Tunduru DC,NANDEMBO
Ruvuma,Tunduru DC,SEMENI
Ruvuma,Tunduru DC,TUNDURU
Shinyanga,Kahama TC,ABDULRAHIM BUSOKA
Shinyanga,Kahama TC,BUGISHA
Shinyanga,Kahama TC,BUKAMBA
Shinyanga,Kahama TC,ISAGEHE
Shinyanga,Kahama TC,ISUNUKA
Shinyanga,Kahama TC,KINAGA
Shinyanga,Kahama TC,KISHIMBA
Shinyanga,Kahama TC,KITWANA
Shinyanga,Kahama TC,MPERA
Shinyanga,Kahama TC,MWENDAKULIMA
Shinyanga,Kahama TC,NGOGWA
Shinyanga,Kahama TC,NYANDEKWA
Shinyanga,Kahama TC,NYASHIMBI
Shinyanga,Kahama TC,NYASUBI
Shinyanga,Kahama TC,NYIHOGO
Shinyanga,Kahama TC,SEEKE
Shinyanga,Kishapu DC,BUBIKI
Shinyanga,Kishapu DC,BULEKELA
Shinyanga,Kishapu DC,BUNAMBIYU
Shinyanga,Kishapu DC,BUSIYA
Shinyanga,Kishapu DC,IDUKILO
Shinyanga,Kishapu DC,IGAGA
Shinyanga,Kishapu DC,KILOLELI
Shinyanga,Kishapu DC,KISHAPU
Shinyanga,Kishapu DC,MAGANZO
Shinyanga,Kishapu DC,MANGU
Shinyanga,Kishapu DC,MIPA
Shinyanga,Kishapu DC,MWADUI TECH
Shinyanga,Kishapu DC,MWAKIPOYA
Shinyanga,Kishapu DC,MWAMADULU
Shinyanga,Kishapu DC,MWAMALASA
Shinyanga,Kishapu DC,MWAMASHELE
Shinyanga,Kishapu DC,MWATAGA
Shinyanga,Kishapu DC,MWIGUMBI
Shinyanga,Kishapu DC,NGOFILA
Shinyanga,Kishapu DC,SHINYANGA
Shinyanga,Kishapu DC,SOMAGEDI
Shinyanga,Kishapu DC,SONGWA
Shinyanga,Kishapu DC,TALAGA
Shinyanga,Kishapu DC,UCHUNGA
Shinyanga,Kishapu DC,UKENYENGE
Shinyanga,Kishapu DC,WISHITELEJA
Shinyanga,Msalala DC,BALOHA
Shinyanga,Msalala DC,BUGARAMA
Shinyanga,Msalala DC,BULIGE
Shinyanga,Msalala DC,BULYANHULU
Shinyanga,Msalala DC,BUSANGI
Shinyanga,Msalala DC,ISAKA
Shinyanga,Msalala DC,JANA
Shinyanga,Msalala DC,LUNGUYA
Shinyanga,Msalala DC,MWALUGULU
Shinyanga,Msalala DC,MWAMANDI
Shinyanga,Msalala DC,MWL NYERERE
Shinyanga,Msalala DC,NGAYA
Shinyanga,Msalala DC,NTOBO
Shinyanga,Msalala DC,NYIKOBOKO
Shinyanga,Msalala DC,SEGESE
Shinyanga,Shinyanga DC,DIDIA
Shinyanga,Shinyanga DC,GEMBE
Shinyanga,Shinyanga DC,IHUGI
Shinyanga,Shinyanga DC,ILOLA
Shinyanga,Shinyanga DC,IMESELA
Shinyanga,Shinyanga DC,ISELA
Shinyanga,Shinyanga DC,ISELAMAGAZI
Shinyanga,Shinyanga DC,ITWANGI
Shinyanga,Shinyanga DC,KASELYA
Shinyanga,Shinyanga DC,KITULI
Shinyanga,Shinyanga DC,LYABUKANDE
Shinyanga,Shinyanga DC,LYABUSALU
Shinyanga,Shinyanga DC,MASENGWA
Shinyanga,Shinyanga DC,MISHEPO
Shinyanga,Shinyanga DC,MWALUKWA
Shinyanga,Shinyanga DC,MWANTINI
Shinyanga,Shinyanga DC,NGWAKITOLYO
Shinyanga,Shinyanga DC,PANDAGICHIZA
Shinyanga,Shinyanga DC,SALAWE
Shinyanga,Shinyanga DC,SAMUYE
Shinyanga,Shinyanga DC,SHINGITA
Shinyanga,Shinyanga DC,SOLWA
Shinyanga,Shinyanga DC,TINDE
Shinyanga,Shinyanga DC,TINDE GIRLS
Shinyanga,Shinyanga DC,USANDA
Shinyanga,Shinyanga DC,USULE
Shinyanga,Shinyanga DC,ZUNZULI
Shinyanga,Shinyanga MC,BUSULWA
Shinyanga,Shinyanga MC,CHAMAGUHA
Shinyanga,Shinyanga MC,IBINZAMATA
Shinyanga,Shinyanga MC,KIZUMBI
Shinyanga,Shinyanga MC,KOLANDOTO
Shinyanga,Shinyanga MC,MASEKELO
Shinyanga,Shinyanga MC,MAZINGE
Shinyanga,Shinyanga MC,MWAMALILI
Shinyanga,Shinyanga MC,MWASELE
Shinyanga,Shinyanga MC,MWAWAZA
Shinyanga,Shinyanga MC,NDALA
Shinyanga,Shinyanga MC,NGOKOLO
Shinyanga,Shinyanga MC,OLD SHINYANGA
Shinyanga,Shinyanga MC,RAJANI
Shinyanga,Shinyanga MC,TOWN
Shinyanga,Shinyanga MC,UHURU
Shinyanga,Shinyanga MC,UZOGORE
Shinyanga,Ushetu DC,BULUNGWA
Shinyanga,Ushetu DC,CHAMBO
Shinyanga,Ushetu DC,CHONA
Shinyanga,Ushetu DC,DAKAMA
Shinyanga,Ushetu DC,IDAHINA
Shinyanga,Ushetu DC,IGUNDA
Shinyanga,Ushetu DC,IGWAMANONI
Shinyanga,Ushetu DC,KINAMAPULA
Shinyanga,Ushetu DC,KISUKE
Shinyanga,Ushetu DC,MPUNZE
Shinyanga,Ushetu DC,MWELI
Shinyanga,Ushetu DC,NYANKENDE
Shinyanga,Ushetu DC,SABASABINI
Shinyanga,Ushetu DC,UKUNE
Shinyanga,Ushetu DC,ULEWE
Shinyanga,Ushetu DC,ULOWA
Shinyanga,Ushetu DC,USHETU
Shinyanga,Ushetu DC,UYOGO
Simiyu,Bariadi DC,BANEMHI
Simiyu,Bariadi DC,BYUNA
Simiyu,Bariadi DC,DUTWA
Simiyu,Bariadi DC,GAMBOSI
Simiyu,Bariadi DC,GASUMA
Simiyu,Bariadi DC,GEGEDI
Simiyu,Bariadi DC,IBULYU
Simiyu,Bariadi DC,IGAGANULWA
Simiyu,Bariadi DC,IKINABUSHU
Simiyu,Bariadi DC,IKUNGULYABASHASHI
Simiyu,Bariadi DC,ITUBUKILO
Simiyu,Bariadi DC,KASOLI
Simiyu,Bariadi DC,KILABELA
Simiyu,Bariadi DC,MISWAKI
Simiyu,Bariadi DC,MWADOBANA
Simiyu,Bariadi DC,MWAMLAPA
Simiyu,Bariadi DC,MWANTIMBA
Simiyu,Bariadi DC,NKINDWABIYE
Simiyu,Bariadi DC,NKOLOLO
Simiyu,Bariadi DC,NYASOSI
Simiyu,Bariadi DC,NYAWA
Simiyu,Bariadi DC,SAKWE
Simiyu,Bariadi DC,SAPIWI
Simiyu,Bariadi TC,BARIADI
Simiyu,Bariadi TC,BIASHARA BARIADI
Simiyu,Bariadi TC,CHENGE
Simiyu,Bariadi TC,GIRIKU
Simiyu,Bariadi TC,GUDUWI
Simiyu,Bariadi TC,KIDINDA
Simiyu,Bariadi TC,MAHAHA
Simiyu,Bariadi TC,MBITI
Simiyu,Bariadi TC,NGWANGWALI
Simiyu,Bariadi TC,NTUZU
Simiyu,Bariadi TC,NYAKABINDI
Simiyu,Bariadi TC,OLD MASWA
Simiyu,Bariadi TC,SIMIYU
Simiyu,Bariadi TC,SOMANDA
Simiyu,Busega DC,ANTHONY MTAKA
Simiyu,Busega DC,BADUGU
Simiyu,Busega DC,DR CHEGENI
Simiyu,Busega DC,IGALUKILO
Simiyu,Busega DC,KABITA
Simiyu,Busega DC,KALEMELA
Simiyu,Busega DC,KIJELESHI
Simiyu,Busega DC,KISHAMAPANDA
Simiyu,Busega DC,LAMADI
Simiyu,Busega DC,MALILI
Simiyu,Busega DC,MASANZA
Simiyu,Busega DC,MKULA
Simiyu,Busega DC,MWAMAGIGISI
Simiyu,Busega DC,MWASAMBA
Simiyu,Busega DC,NASSA
Simiyu,Busega DC,NGASAMO
Simiyu,Busega DC,NYALUHANDE
Simiyu,Busega DC,NYANGWE
Simiyu,Busega DC,SHIGALA
Simiyu,Busega DC,SOGESCA
Simiyu,Itilima DC,BUDALABUJIGA
Simiyu,Itilima DC,BUKINGWAMINZI
Simiyu,Itilima DC,BUMERA
Simiyu,Itilima DC,BUNAMHALA MB
Simiyu,Itilima DC,CHINAMILI
Simiyu,Itilima DC,HABIYA
Simiyu,Itilima DC,IDOSELO
Simiyu,Itilima DC,IKINDILO
Simiyu,Itilima DC,IKUNGULIPU
Simiyu,Itilima DC,INALO
Simiyu,Itilima DC,ITILIMA
Simiyu,Itilima DC,KABALE BARIADI
Simiyu,Itilima DC,KANADI
Simiyu,Itilima DC,KINANGWELI
Simiyu,Itilima DC,LAGANGABILILI
Simiyu,Itilima DC,LAINI
Simiyu,Itilima DC,LUNGWA
Simiyu,Itilima DC,MADILANA
Simiyu,Itilima DC,MAHEMBE
Simiyu,Itilima DC,MHUNZE
Simiyu,Itilima DC,MWAKILANGI
Simiyu,Itilima DC,MWALUSHU
Simiyu,Itilima DC,MWAMTANI
Simiyu,Itilima DC,MWASWALE
Simiyu,Itilima DC,NDOLELEJI
Simiyu,Itilima DC,NKOMA
Simiyu,Itilima DC,SAGATA
Simiyu,Itilima DC,SHISHANI
Simiyu,Itilima DC,SUNZULA
Simiyu,Maswa DC,BADI
Simiyu,Maswa DC,BINZA
Simiyu,Maswa DC,BUCHAMBI
Simiyu,Maswa DC,BUDEKWA
Simiyu,Maswa DC,BUSHASHI
Simiyu,Maswa DC,IPILILO
Simiyu,Maswa DC,ISANGA
Simiyu,Maswa DC,ITULE
Simiyu,Maswa DC,JIJA
Simiyu,Maswa DC,KADOTO
Simiyu,Maswa DC,KINAMWIGULU
Simiyu,Maswa DC,KULIMI
Simiyu,Maswa DC,MAJEBELE
Simiyu,Maswa DC,MALAMPAKA
Simiyu,Maswa DC,MASELA
Simiyu,Maswa DC,MASUMBA
Simiyu,Maswa DC,MASWA
Simiyu,Maswa DC,MATABA
Simiyu,Maswa DC,MWABAYANDA
Simiyu,Maswa DC,MWAGALA
Simiyu,Maswa DC,MWAKALEKA
Simiyu,Maswa DC,MWAMANENGE
Simiyu,Maswa DC,MWANDETE
Simiyu,Maswa DC,MWASAYI
Simiyu,Maswa DC,NGHUMBU
Simiyu,Maswa DC,NGULIGULI
Simiyu,Maswa DC,NGWIGWA
Simiyu,Maswa DC,NYABUBINZA
Simiyu,Maswa DC,NYALIKUNGU
Simiyu,Maswa DC,SALAGE
Simiyu,Maswa DC,SANGAMWALUGESHA
Simiyu,Maswa DC,SENANI
Simiyu,Maswa DC,SENGWA
Simiyu,Maswa DC,SHISHIYU
Simiyu,Maswa DC,SUKUMA
Simiyu,Maswa DC,ZEBEYA
Simiyu,Meatu DC,BUKUNDI
Simiyu,Meatu DC,IMALASEKO
Simiyu,Meatu DC,ITINJE
Simiyu,Meatu DC,KIMALI
Simiyu,Meatu DC,KISESA
Simiyu,Meatu DC,LINGEKA
Simiyu,Meatu DC,LUBIGA
Simiyu,Meatu DC,LYUSA
Simiyu,Meatu DC,MAKAO
Simiyu,Meatu DC,MEATU
Simiyu,Meatu DC,MWABUMA
Simiyu,Meatu DC,MWABUSALU
Simiyu,Meatu DC,MWAKALUBA
Simiyu,Meatu DC,MWAMALOLE
Simiyu,Meatu DC,MWAMANONGU
Simiyu,Meatu DC,MWAMISHALI
Simiyu,Meatu DC,MWANDOYA
Simiyu,Meatu DC,MWANJOLO
Simiyu,Meatu DC,MWAUKOLI
Simiyu,Meatu DC,NGHOBOKO
Simiyu,Meatu DC,NYALANJA
Simiyu,Meatu DC,PAJI
Simiyu,Meatu DC,SAKASAKA
Singida,Ikungi DC,DADU
Singida,Ikungi DC,DR ALLY M SHEIN
Singida,Ikungi DC,IGHOMBWE
Singida,Ikungi DC,IGLANSONI
Singida,Ikungi DC,IKUNGI
Singida,Ikungi DC,IRISYA
Singida,Ikungi DC,ISEKE MUUNGANO
Singida,Ikungi DC,ISSUNA
Singida,Ikungi DC,LIGHWA
Singida,Ikungi DC,MAKIUNGU
Singida,Ikungi DC,MANGONYI SHANTA
Singida,Ikungi DC,MASINDA DAY
Singida,Ikungi DC,MIANDI
Singida,Ikungi DC,MINYUGHE
Singida,Ikungi DC,MKIWA
Singida,Ikungi DC,MKUNGUAKIHENDO
Singida,Ikungi DC,MSUNGUA
Singida,Ikungi DC,MTUNDURU
Singida,Ikungi DC,MUHINTIRI
Singida,Ikungi DC,MUNGAA
Singida,Ikungi DC,MUNKINYA
Singida,Ikungi DC,MWARU
Singida,Ikungi DC,MWAU
Singida,Ikungi DC,NTUNTU
Singida,Ikungi DC,PUMA
Singida,Ikungi DC,SEPUKA
Singida,Ikungi DC,SIUYU
Singida,Ikungi DC,UNYAHATI
Singida,Ikungi DC,UTAHO
Singida,Ikungi DC,WEMBERE
Singida,Iramba DC,KASELYA
Singida,Iramba DC,KIDARU
Singida,Iramba DC,KINAMBEU
Singida,Iramba DC,KINAMPANDA
Singida,Iramba DC,KISANA
Singida,Iramba DC,KISIRIRI
Singida,Iramba DC,KIZAGA
Singida,Iramba DC,KYENGEGE
Singida,Iramba DC,LULUMBA
Singida,Iramba DC,MBELEKESE
Singida,Iramba DC,MGONGO
Singida,Iramba DC,MTEKENTE
Singida,Iramba DC,MTOA
Singida,Iramba DC,MUKULU
Singida,Iramba DC,NDAGO
Singida,Iramba DC,NEW KIOMBOI
Singida,Iramba DC,NTWIKE
Singida,Iramba DC,SHELUI
Singida,Iramba DC,TULYA
Singida,Iramba DC,TUMAINI
Singida,Iramba DC,URUGHU
Singida,Iramba DC,USHORA
Singida,Itigi DC,HANDU
Singida,Itigi DC,IDODYANDOLE
Singida,Itigi DC,IPAMUDA
Singida,Itigi DC,ITIGI
Singida,Itigi DC,KALEKWA
Singida,Itigi DC,KAMENYANGA
Singida,Itigi DC,KIMADOI
Singida,Itigi DC,MGANDU
Singida,Itigi DC,MITUNDU
Singida,Itigi DC,RUNGWA
Singida,Itigi DC,SANJARANDA
Singida,Manyoni DC,CHIKUYU
Singida,Manyoni DC,HEKA
Singida,Manyoni DC,ISSEKE
Singida,Manyoni DC,KILIMATINDE
Singida,Manyoni DC,KINANGALI
Singida,Manyoni DC,KINTINKU
Singida,Manyoni DC,KIZIGO
Singida,Manyoni DC,MAKANDA
Singida,Manyoni DC,MAKURU
Singida,Manyoni DC,MANYONI
Singida,Manyoni DC,MLEWA
Singida,Manyoni DC,MWANZI
Singida,Manyoni DC,NGAITI
Singida,Manyoni DC,NKONKO
Singida,Manyoni DC,SANZA
Singida,Manyoni DC,SASAJILA
Singida,Mkalama DC,CHEMCHEM
Singida,Mkalama DC,GRACE MESAKI
Singida,Mkalama DC,GUMANGA
Singida,Mkalama DC,GUNDA
Singida,Mkalama DC,IBAGA
Singida,Mkalama DC,IGUGUNO
Singida,Mkalama DC,ISANZU
Singida,Mkalama DC,JORMA
Singida,Mkalama DC,KIKHONDA
Singida,Mkalama DC,KINAMPUNDU
Singida,Mkalama DC,KINYANGIRI
Singida,Mkalama DC,MALAJA
Singida,Mkalama DC,MIGANGA
Singida,Mkalama DC,MWANGEZA
Singida,Mkalama DC,NDUGUTI
Singida,Mkalama DC,NKINTO
Singida,Mkalama DC,SELENGE
Singida,Mkalama DC,SETH BENJAMIN
Singida,Mkalama DC,TUMULI
Singida,Singida DC,IKHANODA
Singida,Singida DC,ILONGERO
Singida,Singida DC,ITAJA
Singida,Singida DC,KIJOTA
Singida,Singida DC,KINYETO
Singida,Singida DC,MADASENGA
Singida,Singida DC,MAGHOJOA
Singida,Singida DC,MAKURO
Singida,Singida DC,MATUMBO
Singida,Singida DC,MERYA
Singida,Singida DC,MIKIWU
Singida,Singida DC,MISINKO
Singida,Singida DC,MRAMA
Singida,Singida DC,MSISI
Singida,Singida DC,MTINKO
Singida,Singida DC,MUDIDA
Singida,Singida DC,MUGHAMO
Singida,Singida DC,MUGHUNGA
Singida,Singida DC,MWANAMWEMA
Singida,Singida DC,MWASAUYA
Singida,Singida DC,NGIMU
Singida,Singida DC,NTONGE
Singida,Singida DC,NYERI
Singida,Singida DC,POHAMA
Singida,Singida DC,SINGITU
Singida,Singida DC,UGHANDI
Singida,Singida MC,DR SALMIN AMOUR
Singida,Singida MC,IPEMBE
Singida,Singida MC,KIMPUNGUA
Singida,Singida MC,KINDAI
Singida,Singida MC,MANDEWA
Singida,Singida MC,MITUNDURUNI
Singida,Singida MC,MTAMAA
Singida,Singida MC,MTIPA
Singida,Singida MC,MUFUMBU
Singida,Singida MC,MUGHANGA
Singida,Singida MC,MUNGUMAJI
Singida,Singida MC,MWANKOKO
Singida,Singida MC,MWENGE
Singida,Singida MC,SENGE
Singida,Singida MC,UNYAMBWA
Singida,Singida MC,UNYAMIKUMBI
Singida,Singida MC,UNYIANGA
Singida,Singida MC,UTEMINI
Songwe,Ileje DC,BUPIGU
Songwe,Ileje DC,IBABA
Songwe,Ileje DC,IKINGA
Songwe,Ileje DC,ILEJE
Songwe,Ileje DC,ITALE
Songwe,Ileje DC,ITUMBA
Songwe,Ileje DC,KAFULE
Songwe,Ileje DC,KAKOMA
Songwe,Ileje DC,LUBANDA
Songwe,Ileje DC,LUSWISI
Songwe,Ileje DC,MBEBE
Songwe,Ileje DC,MLALE
Songwe,Ileje DC,MSOMBA
Songwe,Ileje DC,NAKALULU
Songwe,Ileje DC,NDOLA
Songwe,Ileje DC,NGULILO
Songwe,Ileje DC,NGULUGULU
Songwe,Ileje DC,SANGE
Songwe,Ileje DC,STIVEN KIBONA
Songwe,Mbozi DC,BARA
Songwe,Mbozi DC,HALUNGU
Songwe,Mbozi DC,HAMPANGALA
Songwe,Mbozi DC,HEZYA
Songwe,Mbozi DC,IDIMI
Songwe,Mbozi DC,IGAMBA
Songwe,Mbozi DC,IGANDUKA
Songwe,Mbozi DC,IGANYA
Songwe,Mbozi DC,IHANDA
Songwe,Mbozi DC,ILOLO
Songwe,Mbozi DC,INSANI
Songwe,Mbozi DC,IPUNGA
Songwe,Mbozi DC,ISALALO
Songwe,Mbozi DC,ISANDULA
Songwe,Mbozi DC,ISANGU
Songwe,Mbozi DC,ITAKA
Songwe,Mbozi DC,ITEPULA
Songwe,Mbozi DC,ITUMPI
Songwe,Mbozi DC,KILIMAMPIMBI
Songwe,Mbozi DC,LUMBILA
Songwe,Mbozi DC,LWATI
Songwe,Mbozi DC,MLANGALI
Songwe,Mbozi DC,MLOWO
Songwe,Mbozi DC,MSANGAWALE
Songwe,Mbozi DC,MSANKWI
Songwe,Mbozi DC,MSENSE
Songwe,Mbozi DC,MSIA
Songwe,Mbozi DC,MYOVIZI
Songwe,Mbozi DC,NALYELYE
Songwe,Mbozi DC,NAMBINZO
Songwe,Mbozi DC,NANSWILU
Songwe,Mbozi DC,NDUGU
Songwe,Mbozi DC,NKANGA
Songwe,Mbozi DC,NYIMBILI
Songwe,Mbozi DC,NZOVU
Songwe,Mbozi DC,SHAJI
Songwe,Mbozi DC,SHIKULA
Songwe,Mbozi DC,SHIWINGA
Songwe,Mbozi DC,SIMBEGA
Songwe,Mbozi DC,VWAWA
Songwe,Momba DC,CHIKANAMLILO
Songwe,Momba DC,CHILULUMO
Songwe,Momba DC,CHITETE
Songwe,Momba DC,IVUNA
Songwe,Momba DC,KAPELE
Songwe,Momba DC,MKULWE
Songwe,Momba DC,MOMBA
Songwe,Momba DC,MSANGANO
Songwe,Momba DC,NKANGAMO
Songwe,Momba DC,NZOKA
Songwe,Momba DC,UWANDA
Songwe,Songwe DC,GALULA
Songwe,Songwe DC,IFWENKENYA
Songwe,Songwe DC,KANGA
Songwe,Songwe DC,KAPALALA
Songwe,Songwe DC,MAWENI
Songwe,Songwe DC,MWAGALACHUNYA
Songwe,Songwe DC,NAMKUKWE
Songwe,Songwe DC,SAZA
Songwe,Songwe DC,TOTOWE
Songwe,Tunduma TC,CHAPWA
Songwe,Tunduma TC,J M KIKWETE
Songwe,Tunduma TC,KATETE
Songwe,Tunduma TC,MPAKANI
Songwe,Tunduma TC,MPEMBA
Songwe,Tunduma TC,MUUNGANO1
Songwe,Tunduma TC,MWAKAKATI
Songwe,Tunduma TC,MWL J K NYERERE
Songwe,Tunduma TC,NAMOLE
Tabora,Igunga DC,BUKOKO
Tabora,Igunga DC,CHOMA
Tabora,Igunga DC,HANIHANI
Tabora,Igunga DC,ICHAMA
Tabora,Igunga DC,IGOWEKO
Tabora,Igunga DC,IGUNGA
Tabora,Igunga DC,IGURUBI
Tabora,Igunga DC,ISAKAMALIWA
Tabora,Igunga DC,ITUMBA
Tabora,Igunga DC,ITUNDURU
Tabora,Igunga DC,KININGINILA
Tabora,Igunga DC,KINUNGU
Tabora,Igunga DC,MBUTU
Tabora,Igunga DC,MISANA NTOBO
Tabora,Igunga DC,MWAKIPANGA NYANDEKWA
Tabora,Igunga DC,MWAMASHIGA
Tabora,Igunga DC,MWAMASHIMBA
Tabora,Igunga DC,MWANZUGI
Tabora,Igunga DC,MWASHIKU
Tabora,Igunga DC,MWAYUNGE
Tabora,Igunga DC,MWISI
Tabora,Igunga DC,NANGA
Tabora,Igunga DC,NDEMBEZI
Tabora,Igunga DC,NGULUMWA
Tabora,Igunga DC,NGUVUMOJA
Tabora,Igunga DC,NKINGA
Tabora,Igunga DC,SIMBO
Tabora,Igunga DC,SUNGWIZI
Tabora,Igunga DC,ZIBA
Tabora,Kaliua DC,IGAGALA
Tabora,Kaliua DC,IGWISI
Tabora,Kaliua DC,ILEGE
Tabora,Kaliua DC,KALIUA
Tabora,Kaliua DC,KANINDO
Tabora,Kaliua DC,KAPUYA
Tabora,Kaliua DC,KASHISHI
Tabora,Kaliua DC,KAZAROHO
Tabora,Kaliua DC,MKINDO
Tabora,Kaliua DC,MWONGOZO
Tabora,Kaliua DC,SELELI
Tabora,Kaliua DC,SILAMBO
Tabora,Kaliua DC,UGUNGA
Tabora,Kaliua DC,UKUMBISIGANGA
Tabora,Kaliua DC,ULYANKULU
Tabora,Kaliua DC,USHOKOLA
Tabora,Kaliua DC,USINGE
Tabora,Kaliua DC,UYOWA
Tabora,Kaliua DC,ZUGIMLOLE
Tabora,Nzega DC,BUDUSHI
Tabora,Nzega DC,BUKENE
Tabora,Nzega DC,HAMZA AZIZI
Tabora,Nzega DC,IGUSULE
Tabora,Nzega DC,IKINDWA
Tabora,Nzega DC,ISAGENHE
Tabora,Nzega DC,ISANZU
Tabora,Nzega DC,ITOBO
Tabora,Nzega DC,KAMPALA
Tabora,Nzega DC,KARITU
Tabora,Nzega DC,KASELA
Tabora,Nzega DC,KILI
Tabora,Nzega DC,MABONDE
Tabora,Nzega DC,MAGENGATI
Tabora,Nzega DC,MAMBALI
Tabora,Nzega DC,MILAMBO ITOBO
Tabora,Nzega DC,MIZIBAZIBA
Tabora,Nzega DC,MOGWA
Tabora,Nzega DC,MUHUGI
Tabora,Nzega DC,MWAKASHANHALA
Tabora,Nzega DC,MWAMALA
Tabora,Nzega DC,MWANGOYE
Tabora,Nzega DC,MWANHALA
Tabora,Nzega DC,NATA
Tabora,Nzega DC,NKINIZIWA
Tabora,Nzega DC,PUGE
Tabora,Nzega DC,SEMEMBELA
Tabora,Nzega DC,SHIGAMBA
Tabora,Nzega DC,SIGILI
Tabora,Nzega DC,TONGI
Tabora,Nzega DC,WELA
Tabora,Nzega TC,BUGWANDEGE
Tabora,Nzega TC,BULUNDE
Tabora,Nzega TC,CHIEF NTINGINYA
Tabora,Nzega TC,IJANIJA
Tabora,Nzega TC,ITILO
Tabora,Nzega TC,MIGUWA
Tabora,Nzega TC,MWANZOLI
Tabora,Nzega TC,NZEGA
Tabora,Nzega TC,UNDOMO
Tabora,Sikonge DC,CHABUTWA
Tabora,Sikonge DC,IGIGWA
Tabora,Sikonge DC,KAMAGI
Tabora,Sikonge DC,KILOLI
Tabora,Sikonge DC,KILUMBI
Tabora,Sikonge DC,KIPILI
Tabora,Sikonge DC,KISANGA
Tabora,Sikonge DC,KIWERE
